,y_test,y_pred
6676,Standard Class,Standard Class
6677,Standard Class,Standard Class
6678,First Class,Standard Class
6679,Standard Class,Standard Class
6680,Standard Class,Standard Class
6681,Standard Class,Standard Class
6682,Standard Class,Standard Class
6683,Second Class,Standard Class
6684,Standard Class,Standard Class
6685,Standard Class,Standard Class
6686,Standard Class,Standard Class
6687,Standard Class,Second Class
6688,Standard Class,Standard Class
6689,Same Day,Second Class
6690,Standard Class,Standard Class
6691,Standard Class,Standard Class
6692,Standard Class,Standard Class
6693,Second Class,Second Class
6694,Standard Class,Standard Class
6695,Standard Class,Standard Class
6696,Same Day,Same Day
6697,Second Class,Second Class
6698,Standard Class,Standard Class
6699,Standard Class,Standard Class
6700,Standard Class,Standard Class
6701,Standard Class,Standard Class
6702,Standard Class,Standard Class
6703,Standard Class,Standard Class
6704,Standard Class,Second Class
6705,Second Class,Standard Class
6706,First Class,First Class
6707,Second Class,Second Class
6708,Standard Class,Standard Class
6709,Standard Class,Standard Class
6710,Second Class,Standard Class
6711,Standard Class,First Class
6712,Second Class,Standard Class
6713,Standard Class,Standard Class
6714,Standard Class,Standard Class
6715,First Class,Second Class
6716,First Class,Second Class
6717,Standard Class,Standard Class
6718,Second Class,Second Class
6719,Standard Class,Standard Class
6720,Standard Class,Standard Class
6721,Standard Class,Standard Class
6722,Standard Class,Standard Class
6723,First Class,Second Class
6724,Standard Class,Standard Class
6725,Standard Class,Standard Class
6726,Standard Class,Standard Class
6727,First Class,Standard Class
6728,Second Class,Standard Class
6729,First Class,First Class
6730,Standard Class,Standard Class
6731,Second Class,Standard Class
6732,Standard Class,Standard Class
6733,Same Day,Standard Class
6734,Second Class,Second Class
6735,Standard Class,Standard Class
6736,Standard Class,Standard Class
6737,Same Day,Same Day
6738,First Class,First Class
6739,Standard Class,Standard Class
6740,Standard Class,Standard Class
6741,Standard Class,Standard Class
6742,Standard Class,Standard Class
6743,First Class,First Class
6744,First Class,First Class
6745,Standard Class,Standard Class
6746,Standard Class,Standard Class
6747,Same Day,Same Day
6748,First Class,First Class
6749,Standard Class,Second Class
6750,Standard Class,Standard Class
6751,First Class,Standard Class
6752,Standard Class,Standard Class
6753,Standard Class,Standard Class
6754,First Class,Standard Class
6755,Same Day,First Class
6756,First Class,Standard Class
6757,Standard Class,Standard Class
6758,First Class,Standard Class
6759,Standard Class,Standard Class
6760,Standard Class,Standard Class
6761,Standard Class,Standard Class
6762,Standard Class,Standard Class
6763,Standard Class,Standard Class
6764,First Class,First Class
6765,Second Class,Second Class
6766,Standard Class,Standard Class
6767,Standard Class,Standard Class
6768,Second Class,Standard Class
6769,Standard Class,Standard Class
6770,Standard Class,Standard Class
6771,Second Class,Standard Class
6772,Standard Class,Standard Class
6773,Standard Class,Standard Class
6774,Second Class,Standard Class
6775,Standard Class,Standard Class
6776,Second Class,Second Class
6777,First Class,Standard Class
6778,Standard Class,Standard Class
6779,First Class,Standard Class
6780,Second Class,Second Class
6781,Standard Class,Standard Class
6782,Second Class,Second Class
6783,First Class,Standard Class
6784,Standard Class,Second Class
6785,Standard Class,Standard Class
6786,Standard Class,Standard Class
6787,Same Day,Same Day
6788,Standard Class,Standard Class
6789,Standard Class,Standard Class
6790,Standard Class,Standard Class
6791,Standard Class,Standard Class
6792,Standard Class,Standard Class
6793,Standard Class,Standard Class
6794,First Class,First Class
6795,Second Class,Second Class
6796,First Class,First Class
6797,Standard Class,Same Day
6798,Standard Class,Standard Class
6799,Standard Class,Standard Class
6800,Standard Class,Standard Class
6801,First Class,First Class
6802,Standard Class,Standard Class
6803,Second Class,Standard Class
6804,First Class,Second Class
6805,Second Class,Second Class
6806,Standard Class,Standard Class
6807,Standard Class,Standard Class
6808,Standard Class,Standard Class
6809,Standard Class,Standard Class
6810,Standard Class,Standard Class
6811,Standard Class,Standard Class
6812,Standard Class,Standard Class
6813,Second Class,Second Class
6814,Second Class,Standard Class
6815,First Class,Standard Class
6816,Standard Class,Standard Class
6817,First Class,Second Class
6818,Standard Class,Standard Class
6819,Standard Class,Standard Class
6820,Second Class,Second Class
6821,Second Class,Standard Class
6822,Second Class,Standard Class
6823,Standard Class,Standard Class
6824,Second Class,Standard Class
6825,First Class,First Class
6826,Standard Class,Standard Class
6827,Standard Class,Standard Class
6828,Standard Class,Standard Class
6829,Standard Class,Standard Class
6830,Same Day,Standard Class
6831,Standard Class,Standard Class
6832,Standard Class,Standard Class
6833,Standard Class,Standard Class
6834,Standard Class,Standard Class
6835,Standard Class,Standard Class
6836,Standard Class,Standard Class
6837,Standard Class,Standard Class
6838,Standard Class,Standard Class
6839,Standard Class,Standard Class
6840,Standard Class,Standard Class
6841,First Class,Second Class
6842,Standard Class,Standard Class
6843,First Class,First Class
6844,Second Class,Second Class
6845,Standard Class,Standard Class
6846,Standard Class,Standard Class
6847,Second Class,Second Class
6848,First Class,First Class
6849,Standard Class,Standard Class
6850,First Class,Standard Class
6851,Standard Class,Standard Class
6852,Standard Class,Standard Class
6853,Standard Class,Standard Class
6854,Standard Class,Standard Class
6855,Standard Class,Standard Class
6856,Standard Class,Standard Class
6857,Second Class,Standard Class
6858,Standard Class,Standard Class
6859,Standard Class,Standard Class
6860,Standard Class,Standard Class
6861,Standard Class,Standard Class
6862,Second Class,Standard Class
6863,Standard Class,Second Class
6864,Standard Class,Standard Class
6865,Standard Class,Standard Class
6866,Standard Class,Standard Class
6867,Standard Class,Standard Class
6868,Standard Class,Same Day
6869,First Class,Standard Class
6870,Second Class,Standard Class
6871,Standard Class,Standard Class
6872,Standard Class,Standard Class
6873,Second Class,Standard Class
6874,Standard Class,Standard Class
6875,Standard Class,Standard Class
6876,First Class,First Class
6877,Same Day,Standard Class
6878,Standard Class,Standard Class
6879,Second Class,Standard Class
6880,Standard Class,Standard Class
6881,Standard Class,Standard Class
6882,Second Class,Second Class
6883,Standard Class,Standard Class
6884,Second Class,Standard Class
6885,Standard Class,Standard Class
6886,First Class,First Class
6887,First Class,Second Class
6888,First Class,Standard Class
6889,Standard Class,Standard Class
6890,Standard Class,Standard Class
6891,Standard Class,Standard Class
6892,Second Class,First Class
6893,Second Class,Second Class
6894,Standard Class,Standard Class
6895,Second Class,First Class
6896,Standard Class,Standard Class
6897,Second Class,Second Class
6898,First Class,Second Class
6899,Standard Class,Standard Class
6900,Standard Class,Standard Class
6901,Standard Class,Standard Class
6902,Standard Class,Standard Class
6903,Standard Class,Standard Class
6904,Second Class,Second Class
6905,Standard Class,Standard Class
6906,Standard Class,Standard Class
6907,Standard Class,Standard Class
6908,Same Day,Second Class
6909,Standard Class,Standard Class
6910,Second Class,Standard Class
6911,Second Class,Second Class
6912,First Class,First Class
6913,Standard Class,Standard Class
6914,Standard Class,Standard Class
6915,Second Class,Standard Class
6916,First Class,First Class
6917,Second Class,Second Class
6918,Standard Class,Standard Class
6919,First Class,Second Class
6920,Second Class,Standard Class
6921,First Class,First Class
6922,Second Class,First Class
6923,Second Class,Standard Class
6924,First Class,First Class
6925,Standard Class,Standard Class
6926,Standard Class,Standard Class
6927,Standard Class,Standard Class
6928,Standard Class,Standard Class
6929,Standard Class,Standard Class
6930,First Class,First Class
6931,First Class,Second Class
6932,Second Class,Standard Class
6933,Standard Class,Standard Class
6934,Second Class,Second Class
6935,Second Class,First Class
6936,Standard Class,Standard Class
6937,First Class,Standard Class
6938,First Class,First Class
6939,Second Class,Second Class
6940,First Class,Standard Class
6941,Standard Class,Standard Class
6942,First Class,Standard Class
6943,Second Class,Second Class
6944,Standard Class,Standard Class
6945,Second Class,Standard Class
6946,Standard Class,Standard Class
6947,Standard Class,Standard Class
6948,Same Day,Standard Class
6949,Second Class,Second Class
6950,Second Class,Second Class
6951,Second Class,Standard Class
6952,Standard Class,Standard Class
6953,Second Class,Standard Class
6954,Second Class,Standard Class
6955,Second Class,Standard Class
6956,Standard Class,Standard Class
6957,First Class,First Class
6958,Standard Class,Standard Class
6959,Standard Class,Standard Class
6960,First Class,Standard Class
6961,Standard Class,Standard Class
6962,Second Class,First Class
6963,Second Class,Standard Class
6964,Standard Class,Standard Class
6965,Standard Class,Standard Class
6966,First Class,Standard Class
6967,Standard Class,Standard Class
6968,Standard Class,Second Class
6969,Standard Class,Standard Class
6970,Second Class,Second Class
6971,Standard Class,Standard Class
6972,Standard Class,Standard Class
6973,Standard Class,Standard Class
6974,First Class,Standard Class
6975,Second Class,Standard Class
6976,Second Class,Standard Class
6977,Standard Class,Standard Class
6978,First Class,First Class
6979,First Class,Standard Class
6980,Standard Class,Standard Class
6981,First Class,First Class
6982,Standard Class,Standard Class
6983,Second Class,Standard Class
6984,Standard Class,Standard Class
6985,Standard Class,Standard Class
6986,Standard Class,Standard Class
6987,Standard Class,Standard Class
6988,First Class,Second Class
6989,Standard Class,Standard Class
6990,Standard Class,Standard Class
6991,Standard Class,Standard Class
6992,First Class,Standard Class
6993,Standard Class,First Class
6994,Second Class,Standard Class
6995,Second Class,Standard Class
6996,Second Class,Standard Class
6997,Same Day,Same Day
6998,Standard Class,Standard Class
6999,Standard Class,Standard Class
7000,Standard Class,Standard Class
7001,Standard Class,Standard Class
7002,Standard Class,Standard Class
7003,Standard Class,Standard Class
7004,Second Class,Standard Class
7005,Second Class,Second Class
7006,Standard Class,Standard Class
7007,Same Day,Second Class
7008,Second Class,Second Class
7009,Standard Class,Standard Class
7010,Standard Class,Standard Class
7011,Standard Class,Standard Class
7012,Standard Class,Standard Class
7013,First Class,First Class
7014,First Class,First Class
7015,First Class,Standard Class
7016,First Class,Second Class
7017,First Class,First Class
7018,Standard Class,Second Class
7019,Standard Class,Standard Class
7020,First Class,Standard Class
7021,Second Class,Standard Class
7022,First Class,First Class
7023,Standard Class,Standard Class
7024,Standard Class,Standard Class
7025,Standard Class,First Class
7026,Second Class,Standard Class
7027,Second Class,Standard Class
7028,First Class,Standard Class
7029,Standard Class,Standard Class
7030,Second Class,Second Class
7031,Standard Class,Standard Class
7032,Standard Class,Standard Class
7033,Standard Class,Standard Class
7034,First Class,First Class
7035,Standard Class,Standard Class
7036,Standard Class,Standard Class
7037,Standard Class,Standard Class
7038,Standard Class,Standard Class
7039,Standard Class,Standard Class
7040,First Class,Standard Class
7041,Standard Class,Standard Class
